,学工号,交易额,交易时间,商户名称,交易日期,具体时间,节假日,气温,平均风速,特殊天象,时间戳,Mealtime_N,Mealtime_A,Mealtime_E,Eight
179,2021****29,15.0,2022/11/03 12:30,民族餐厅金家店,2022-11-03,12:30,0,-6,4,0,1667449800.0,0,0,0,0
180,2021****29,8.0,2022/11/02 17:47,学苑食堂包子,2022-11-02,17:47,0,-4,3,0,1667382420.0,0,0,0,0
181,2021****29,12.0,2022/11/02 12:04,阳光萌锅蒸饭,2022-11-02,12:04,0,-4,3,0,1667361840.0,0,0,0,0
182,2021****29,5.0,2022/11/01 17:52,学苑食堂副食三组,2022-11-01,17:52,0,-1,4,0,1667296320.0,0,0,0,0
183,2021****29,12.29,2022/11/01 12:05,阳光副食二组,2022-11-01,12:05,0,-1,4,0,1667275500.0,0,0,0,0
184,2021****29,7.0,2022/10/31 18:17,学苑食堂包子,2022-10-31,18:17,0,5,5,0,1667211420.0,0,0,0,0
185,2021****29,15.0,2022/10/31 12:12,阳光川蜀源烤鱼,2022-10-31,12:12,0,5,5,0,1667189520.0,0,0,0,0
186,2021****29,9.77,2022/10/30 18:04,友来小猪憨尼麻辣烫,2022-10-30,18:04,1,8,4,1,1667124240.0,-1,-1,-1,-1
187,2021****29,17.4,2022/10/28 17:37,紫丁香餐吧机器人收银组,2022-10-28,17:37,0,-2,1,0,1666949820.0,0,0,0,0
188,2021****29,19.2,2022/10/28 11:48,学苑食堂副食三组,2022-10-28,11:48,0,-2,1,0,1666928880.0,0,0,0,0
189,2021****29,49.0,2022/10/27 17:22,紫丁香餐吧主食一组,2022-10-27,17:22,0,1,2,0,1666862520.0,0,0,0,0
190,2021****29,11.4,2022/10/27 11:40,紫丁香餐吧机器人收银组,2022-10-27,11:40,0,1,2,0,1666842000.0,0,0,0,0
191,2021****29,15.0,2022/10/26 17:24,民族餐厅金家店,2022-10-26,17:24,0,4,6,0,1666776240.0,0,0,0,0
192,2021****29,12.6,2022/10/26 11:52,紫丁香餐吧机器人收银组,2022-10-26,11:52,0,4,6,0,1666756320.0,0,0,0,0
193,2021****29,14.21,2022/10/25 17:30,美食林小猪憨尼麻辣烫,2022-10-25,17:30,0,9,4,0,1666690200.0,0,0,0,0
194,2021****29,13.0,2022/10/25 11:37,民族餐厅铁板料理,2022-10-25,11:37,0,9,4,0,1666669020.0,0,0,0,0
